gene,rank,tissue
RERE,90,Periventricular White Matter
MAP1A,91,Periventricular White Matter
EOLA2-DT,92,Periventricular White Matter
KAZN,93,Periventricular White Matter
TNR,94,Periventricular White Matter
LIMCH1,95,Periventricular White Matter
NPAS3,96,Periventricular White Matter
PLCL1,97,Periventricular White Matter
CCDC88A,98,Periventricular White Matter
MYO9B,99,Periventricular White Matter
NCAM1,100,Periventricular White Matter
MALAT1,1,Pons
PCDH9,2,Pons
IL1RAPL1,3,Pons
RNF220,4,Pons
CTNNA3,5,Pons
QKI,6,Pons
PTPRG,7,Pons
PPP2R2B,8,Pons
DLG2,9,Pons
LINC00486,10,Pons
FMNL2,11,Pons
RBFOX1,12,Pons
MOBP,13,Pons
XIST,14,Pons
MAGI2,15,Pons
ST18,16,Pons
ST6GALNAC3,17,Pons
NEAT1,18,Pons
ATP10A,19,Pons
DLC1,20,Pons
DST,21,Pons
SLC44A1,22,Pons
RORA,23,Pons
SLC5A11,24,Pons
PDE4B,25,Pons
FLT1,26,Pons
NKAIN2,27,Pons
GNG7,28,Pons
NRXN3,29,Pons
ZBTB20,30,Pons
MACF1,31,Pons
DSCAM,32,Pons
MBP,33,Pons
SLC24A2,34,Pons
MAN2A1,35,Pons
LAMA2,36,Pons
LRP1B,37,Pons
LUC7L3,38,Pons
KCNMA1,39,Pons
PTPRD,40,Pons
FRMD4A,41,Pons
MAP7,42,Pons
CADM2,43,Pons
KCNIP4,44,Pons
ELMO1,45,Pons
LRMDA,46,Pons
SLC6A1,47,Pons
PLCL1,48,Pons
TRIM2,49,Pons
PIP4K2A,50,Pons
RBM25,51,Pons
SLC7A14-AS1,52,Pons
FRMD5,53,Pons
NTM,54,Pons
DOCK10,55,Pons
ARGLU1,56,Pons
FOXP1,57,Pons
DOCK4,58,Pons
WWOX,59,Pons
DPYD,60,Pons
UNC5C,61,Pons
SIK3,62,Pons
PLXDC2,63,Pons
FTX,64,Pons
LSAMP,65,Pons
AGAP1,66,Pons
PRKG1,67,Pons
THSD4,68,Pons
MT-CO3,69,Pons
HSP90AA1,70,Pons
DNM3,71,Pons
HERC2P3,72,Pons
MT-CO2,73,Pons
APBB2,74,Pons
PDE4D,75,Pons
SGIP1,76,Pons
PITPNC1,77,Pons
RBMS3,78,Pons
AUTS2,79,Pons
TMTC2,80,Pons
MT-ND3,81,Pons
GPC5,82,Pons
LRRC4C,83,Pons
PRRC2C,84,Pons
MT-ND4,85,Pons
NPAS3,86,Pons
PLEKHH1,87,Pons
TNR,88,Pons
TACC1,89,Pons
CALD1,90,Pons
INSR,91,Pons
MAP1B,92,Pons
FRMD4B,93,Pons
PDZD2,94,Pons
TCF12,95,Pons
VWF,96,Pons
LHFPL6,97,Pons
ZFHX3,98,Pons
ELOVL7,99,Pons
ATP1A2,100,Pons
MALAT1,1,Posterior Cingulate Cortex
PCDH9,2,Posterior Cingulate Cortex
RNF220,3,Posterior Cingulate Cortex
IL1RAPL1,4,Posterior Cingulate Cortex
DST,5,Posterior Cingulate Cortex
PPP2R2B,6,Posterior Cingulate Cortex
DLG2,7,Posterior Cingulate Cortex
LUC7L3,8,Posterior Cingulate Cortex
CTNNA3,9,Posterior Cingulate Cortex
TRIM2,10,Posterior Cingulate Cortex
MACF1,11,Posterior Cingulate Cortex
QKI,12,Posterior Cingulate Cortex
FMNL2,13,Posterior Cingulate Cortex
SLC7A14-AS1,14,Posterior Cingulate Cortex
SLC44A1,15,Posterior Cingulate Cortex
SLC5A11,16,Posterior Cingulate Cortex
RBM25,17,Posterior Cingulate Cortex
HSP90AA1,18,Posterior Cingulate Cortex
SLC24A2,19,Posterior Cingulate Cortex
MAGI2,20,Posterior Cingulate Cortex
ST18,21,Posterior Cingulate Cortex
NRXN3,22,Posterior Cingulate Cortex
ARGLU1,23,Posterior Cingulate Cortex
MBP,24,Posterior Cingulate Cortex
TNR,25,Posterior Cingulate Cortex
NTM,26,Posterior Cingulate Cortex
FRMD4A,27,Posterior Cingulate Cortex
MAP7,28,Posterior Cingulate Cortex
XIST,29,Posterior Cingulate Cortex
DSCAM,30,Posterior Cingulate Cortex
ELMO1,31,Posterior Cingulate Cortex
PDE4B,32,Posterior Cingulate Cortex
DOCK10,33,Posterior Cingulate Cortex
FRMD4B,34,Posterior Cingulate Cortex
PRRC2C,35,Posterior Cingulate Cortex
FRMD5,36,Posterior Cingulate Cortex
PLXDC2,37,Posterior Cingulate Cortex
RORA,38,Posterior Cingulate Cortex
MOBP,39,Posterior Cingulate Cortex
LSAMP,40,Posterior Cingulate Cortex
MT-ND4,41,Posterior Cingulate Cortex
SIK3,42,Posterior Cingulate Cortex
AGAP1,43,Posterior Cingulate Cortex
NEAT1,44,Posterior Cingulate Cortex
ZBTB20,45,Posterior Cingulate Cortex
RBFOX1,46,Posterior Cingulate Cortex
PTPRD,47,Posterior Cingulate Cortex
KAZN,48,Posterior Cingulate Cortex
NKAIN2,49,Posterior Cingulate Cortex
DOCK4,50,Posterior Cingulate Cortex
KCNIP4,51,Posterior Cingulate Cortex
CALD1,52,Posterior Cingulate Cortex
OPCML,53,Posterior Cingulate Cortex
MAP1B,54,Posterior Cingulate Cortex
POLR2F,55,Posterior Cingulate Cortex
PTPRG,56,Posterior Cingulate Cortex
ANKS1B,57,Posterior Cingulate Cortex
PLEKHH1,58,Posterior Cingulate Cortex
PIP4K2A,59,Posterior Cingulate Cortex
PHLPP1,60,Posterior Cingulate Cortex
DPP10,61,Posterior Cingulate Cortex
KIRREL3,62,Posterior Cingulate Cortex
CADM2,63,Posterior Cingulate Cortex
LRP1B,64,Posterior Cingulate Cortex
SLC6A1,65,Posterior Cingulate Cortex
MT-CO3,66,Posterior Cingulate Cortex
MT-CO2,67,Posterior Cingulate Cortex
WWOX,68,Posterior Cingulate Cortex
GNG7,69,Posterior Cingulate Cortex
SHTN1,70,Posterior Cingulate Cortex
NCAM1,71,Posterior Cingulate Cortex
ATP10A,72,Posterior Cingulate Cortex
PALM2AKAP2,73,Posterior Cingulate Cortex
DNM3,74,Posterior Cingulate Cortex
HIP1,75,Posterior Cingulate Cortex
SYNE1,76,Posterior Cingulate Cortex
TMTC2,77,Posterior Cingulate Cortex
DLC1,78,Posterior Cingulate Cortex
SRRM2,79,Posterior Cingulate Cortex
ZEB2,80,Posterior Cingulate Cortex
ANK3,81,Posterior Cingulate Cortex
SLC1A2,82,Posterior Cingulate Cortex
LRMDA,83,Posterior Cingulate Cortex
UNC5C,84,Posterior Cingulate Cortex
NRXN1,85,Posterior Cingulate Cortex
NPAS3,86,Posterior Cingulate Cortex
PITPNC1,87,Posterior Cingulate Cortex
SRRM1,88,Posterior Cingulate Cortex
CSMD1,89,Posterior Cingulate Cortex
MT-CO1,90,Posterior Cingulate Cortex
MAN2A1,91,Posterior Cingulate Cortex
MAP4K4,92,Posterior Cingulate Cortex
FLT1,93,Posterior Cingulate Cortex
CTNNA2,94,Posterior Cingulate Cortex
LRRC4C,95,Posterior Cingulate Cortex
DSCAML1,96,Posterior Cingulate Cortex
NCKAP5,97,Posterior Cingulate Cortex
PRUNE2,98,Posterior Cingulate Cortex
DIP2B,99,Posterior Cingulate Cortex
ANK2,100,Posterior Cingulate Cortex
MALAT1,1,Posterior Watershed
PCDH9,2,Posterior Watershed
IL1RAPL1,3,Posterior Watershed
PPP2R2B,4,Posterior Watershed
RNF220,5,Posterior Watershed
QKI,6,Posterior Watershed
CTNNA3,7,Posterior Watershed
DLG2,8,Posterior Watershed
LSAMP,9,Posterior Watershed
SLC44A1,10,Posterior Watershed
PDE4B,11,Posterior Watershed
MAGI2,12,Posterior Watershed
NRXN3,13,Posterior Watershed
CADM2,14,Posterior Watershed
ST18,15,Posterior Watershed
GPM6A,16,Posterior Watershed
MOBP,17,Posterior Watershed
SIK3,18,Posterior Watershed
SLC24A2,19,Posterior Watershed
LRP1B,20,Posterior Watershed
MACF1,21,Posterior Watershed
FMNL2,22,Posterior Watershed
FRMD5,23,Posterior Watershed
NTM,24,Posterior Watershed
TRIM2,25,Posterior Watershed
DSCAM,26,Posterior Watershed
PTPRG,27,Posterior Watershed
FLT1,28,Posterior Watershed
ZBTB20,29,Posterior Watershed
DST,30,Posterior Watershed
PITPNC1,31,Posterior Watershed
PTPRD,32,Posterior Watershed
NKAIN2,33,Posterior Watershed
NPAS3,34,Posterior Watershed
CTNNA2,35,Posterior Watershed
NRXN1,36,Posterior Watershed
SLC5A11,37,Posterior Watershed
PIP4K2A,38,Posterior Watershed
NEAT1,39,Posterior Watershed
RBFOX1,40,Posterior Watershed
RORA,41,Posterior Watershed
ELMO1,42,Posterior Watershed
NCAM2,43,Posterior Watershed
ATP10A,44,Posterior Watershed
NRG3,45,Posterior Watershed
MAN2A1,46,Posterior Watershed
TMTC2,47,Posterior Watershed
ERBB4,48,Posterior Watershed
MT-ND4,49,Posterior Watershed
MT-CO2,50,Posterior Watershed
ADGRB3,51,Posterior Watershed
KCNIP4,52,Posterior Watershed
SLC1A2,53,Posterior Watershed
PHLPP1,54,Posterior Watershed
MAP7,55,Posterior Watershed
DLC1,56,Posterior Watershed
DPP10,57,Posterior Watershed
DNM3,58,Posterior Watershed
CTNND2,59,Posterior Watershed
DOCK4,60,Posterior Watershed
DOCK10,61,Posterior Watershed
TNR,62,Posterior Watershed
PLCL1,63,Posterior Watershed
POLR2F,64,Posterior Watershed
PALM2AKAP2,65,Posterior Watershed
GPC5,66,Posterior Watershed
MT-CO3,67,Posterior Watershed
AUTS2,68,Posterior Watershed
SGIP1,69,Posterior Watershed
FRMD4B,70,Posterior Watershed
LUC7L3,71,Posterior Watershed
ANK3,72,Posterior Watershed
AGAP1,73,Posterior Watershed
ST6GALNAC3,74,Posterior Watershed
PLXDC2,75,Posterior Watershed
ANK2,76,Posterior Watershed
FRMD4A,77,Posterior Watershed
DPYD,78,Posterior Watershed
MBP,79,Posterior Watershed
GNG7,80,Posterior Watershed
WWOX,81,Posterior Watershed
TCF12,82,Posterior Watershed
LRRC4C,83,Posterior Watershed
OPCML,84,Posterior Watershed
ARGLU1,85,Posterior Watershed
DTNA,86,Posterior Watershed
NLGN1,87,Posterior Watershed
RBM25,88,Posterior Watershed
UNC5C,89,Posterior Watershed
LAMA2,90,Posterior Watershed
FUT8,91,Posterior Watershed
DIP2B,92,Posterior Watershed
CSMD1,93,Posterior Watershed
LHFPL3,94,Posterior Watershed
ADGRL3,95,Posterior Watershed
ANKS1B,96,Posterior Watershed
SLC1A3,97,Posterior Watershed
PRRC2C,98,Posterior Watershed
SLC7A14-AS1,99,Posterior Watershed
NCAM1,100,Posterior Watershed
MALAT1,1,Precuneus
PCDH9,2,Precuneus
IL1RAPL1,3,Precuneus
QKI,4,Precuneus
RNF220,5,Precuneus
CTNNA3,6,Precuneus
DLG2,7,Precuneus
PPP2R2B,8,Precuneus
NRXN3,9,Precuneus
MAGI2,10,Precuneus
ST18,11,Precuneus
PDE4B,12,Precuneus
DST,13,Precuneus
CADM2,14,Precuneus
SLC24A2,15,Precuneus
NEAT1,16,Precuneus
FRMD5,17,Precuneus
SLC44A1,18,Precuneus
FMNL2,19,Precuneus
FRMD4A,20,Precuneus
NKAIN2,21,Precuneus
MACF1,22,Precuneus
ANK3,23,Precuneus
SIK3,24,Precuneus
PTPRD,25,Precuneus
RORA,26,Precuneus
NTM,27,Precuneus
PTPRG,28,Precuneus
DLC1,29,Precuneus
LSAMP,30,Precuneus
SLC1A2,31,Precuneus
ELMO1,32,Precuneus
MBP,33,Precuneus
TRIM2,34,Precuneus
PIP4K2A,35,Precuneus
ZBTB20,36,Precuneus
FLT1,37,Precuneus
TMTC2,38,Precuneus
UNC5C,39,Precuneus
LRP1B,40,Precuneus
DNM3,41,Precuneus
AGAP1,42,Precuneus
PHLPP1,43,Precuneus
PLXDC2,44,Precuneus
PLCL1,45,Precuneus
NCAM2,46,Precuneus
CTNNA2,47,Precuneus
NPAS3,48,Precuneus
DOCK4,49,Precuneus
KCNIP4,50,Precuneus
AUTS2,51,Precuneus
MOBP,52,Precuneus
RBFOX1,53,Precuneus
ANK2,54,Precuneus
FRMD4B,55,Precuneus
DOCK10,56,Precuneus
MAP7,57,Precuneus
NCKAP5,58,Precuneus
MAN2A1,59,Precuneus
DPP10,60,Precuneus
NRXN1,61,Precuneus
NLGN1,62,Precuneus
ST6GALNAC3,63,Precuneus
ZEB2,64,Precuneus
ATP10A,65,Precuneus
MARCHF1,66,Precuneus
KCNMA1,67,Precuneus
EDIL3,68,Precuneus
ADGRB3,69,Precuneus
PALM2AKAP2,70,Precuneus
SLC6A1,71,Precuneus
TCF12,72,Precuneus
SLC5A11,73,Precuneus
PITPNC1,74,Precuneus
GPC5,75,Precuneus
PDE8A,76,Precuneus
WWOX,77,Precuneus
POLR2F,78,Precuneus
SPOCK3,79,Precuneus
DIP2B,80,Precuneus
FOXP1,81,Precuneus
NCAM1,82,Precuneus
LINC00486,83,Precuneus
PWRN1,84,Precuneus
LUC7L3,85,Precuneus
ATP1A2,86,Precuneus
HIP1,87,Precuneus
PEX5L,88,Precuneus
TTLL7,89,Precuneus
ERBB4,90,Precuneus
APBB2,91,Precuneus
SLC39A10,92,Precuneus
GPM6A,93,Precuneus
PTPRK,94,Precuneus
SYNE1,95,Precuneus
LRMDA,96,Precuneus
CTNND2,97,Precuneus
DPYD,98,Precuneus
ANKS1B,99,Precuneus
SLC7A14-AS1,100,Precuneus
MALAT1,1,Spinal Cord
LINC00486,2,Spinal Cord
GNG7,3,Spinal Cord
RBFOX1,4,Spinal Cord
PCDH9,5,Spinal Cord
RNF220,6,Spinal Cord
QKI,7,Spinal Cord
SLC44A1,8,Spinal Cord
LUC7L3,9,Spinal Cord
CTNNA3,10,Spinal Cord
FMNL2,11,Spinal Cord
DPP10,12,Spinal Cord
RBM25,13,Spinal Cord
SLC5A11,14,Spinal Cord
DLG2,15,Spinal Cord
MAP1B,16,Spinal Cord
IL1RAPL1,17,Spinal Cord
HSP90AA1,18,Spinal Cord
PITPNC1,19,Spinal Cord
MAP7,20,Spinal Cord
NEAT1,21,Spinal Cord
PDE4B,22,Spinal Cord
MACF1,23,Spinal Cord
NRXN3,24,Spinal Cord
ARGLU1,25,Spinal Cord
FLT1,26,Spinal Cord
SGIP1,27,Spinal Cord
MAGI2,28,Spinal Cord
DST,29,Spinal Cord
PRRC2C,30,Spinal Cord
TRIM2,31,Spinal Cord
NKAIN2,32,Spinal Cord
ST18,33,Spinal Cord
PTPRG,34,Spinal Cord
MMD2,35,Spinal Cord
MOBP,36,Spinal Cord
KCNMA1,37,Spinal Cord
MAN2A1,38,Spinal Cord
MT-CO2,39,Spinal Cord
NTM,40,Spinal Cord
ENSG00000227088,41,Spinal Cord
CADM2,42,Spinal Cord
INSR,43,Spinal Cord
MT-ND4,44,Spinal Cord
FRMD5,45,Spinal Cord
DLC1,46,Spinal Cord
CLIP2,47,Spinal Cord
ST6GALNAC3,48,Spinal Cord
ZBTB20,49,Spinal Cord
CALD1,50,Spinal Cord
RORA,51,Spinal Cord
SRCIN1,52,Spinal Cord
FOXP1,53,Spinal Cord
POLR2F,54,Spinal Cord
MBP,55,Spinal Cord
PPP2R2B,56,Spinal Cord
HERC2P3,57,Spinal Cord
DPYSL5,58,Spinal Cord
NPAS3,59,Spinal Cord
AKAP12,60,Spinal Cord
ATP10A,61,Spinal Cord
CNTNAP2,62,Spinal Cord
CFAP46,63,Spinal Cord
LRP1B,64,Spinal Cord
MT-CO1,65,Spinal Cord
ARHGEF10,66,Spinal Cord
LSAMP,67,Spinal Cord
ELMO1,68,Spinal Cord
DPYD,69,Spinal Cord
CEMIP,70,Spinal Cord
CDK18,71,Spinal Cord
ARL15,72,Spinal Cord
BMPR2,73,Spinal Cord
MSI2,74,Spinal Cord
NRG3,75,Spinal Cord
PLEKHG1,76,Spinal Cord
SIK3,77,Spinal Cord
AGAP1,78,Spinal Cord
MAP4K4,79,Spinal Cord
SYNE1,80,Spinal Cord
WWOX,81,Spinal Cord
NXN,82,Spinal Cord
PLP1,83,Spinal Cord
SLC24A2,84,Spinal Cord
FRMD4B,85,Spinal Cord
SASH1,86,Spinal Cord
TMTC2,87,Spinal Cord
TJP1,88,Spinal Cord
PLEKHH1,89,Spinal Cord
CNTNAP4,90,Spinal Cord
PTPRD,91,Spinal Cord
SLC39A10,92,Spinal Cord
RERE,93,Spinal Cord
CNDP1,94,Spinal Cord
DNM3,95,Spinal Cord
SPTBN1,96,Spinal Cord
FRMD4A,97,Spinal Cord
FTX,98,Spinal Cord
PLCL1,99,Spinal Cord
STOX2,100,Spinal Cord
MALAT1,1,Superior Frontal Gyrus and Rostromedial
PCDH9,2,Superior Frontal Gyrus and Rostromedial
DST,3,Superior Frontal Gyrus and Rostromedial
IL1RAPL1,4,Superior Frontal Gyrus and Rostromedial
RNF220,5,Superior Frontal Gyrus and Rostromedial
DLG2,6,Superior Frontal Gyrus and Rostromedial
MACF1,7,Superior Frontal Gyrus and Rostromedial
QKI,8,Superior Frontal Gyrus and Rostromedial
CTNNA3,9,Superior Frontal Gyrus and Rostromedial
PPP2R2B,10,Superior Frontal Gyrus and Rostromedial
NRXN3,11,Superior Frontal Gyrus and Rostromedial
FMNL2,12,Superior Frontal Gyrus and Rostromedial
RORA,13,Superior Frontal Gyrus and Rostromedial
SLC24A2,14,Superior Frontal Gyrus and Rostromedial
MAGI2,15,Superior Frontal Gyrus and Rostromedial
LSAMP,16,Superior Frontal Gyrus and Rostromedial
ST18,17,Superior Frontal Gyrus and Rostromedial
PTPRG,18,Superior Frontal Gyrus and Rostromedial
SLC1A2,19,Superior Frontal Gyrus and Rostromedial
SLC44A1,20,Superior Frontal Gyrus and Rostromedial
DSCAM,21,Superior Frontal Gyrus and Rostromedial
DLC1,22,Superior Frontal Gyrus and Rostromedial
TRIM2,23,Superior Frontal Gyrus and Rostromedial
CADM2,24,Superior Frontal Gyrus and Rostromedial
PDE4B,25,Superior Frontal Gyrus and Rostromedial
ATP10A,26,Superior Frontal Gyrus and Rostromedial
LUC7L3,27,Superior Frontal Gyrus and Rostromedial
NTM,28,Superior Frontal Gyrus and Rostromedial
CTNNA2,29,Superior Frontal Gyrus and Rostromedial
LRP1B,30,Superior Frontal Gyrus and Rostromedial
MT-CO3,31,Superior Frontal Gyrus and Rostromedial
FRMD4A,32,Superior Frontal Gyrus and Rostromedial
LAMA2,33,Superior Frontal Gyrus and Rostromedial
MT-ND4,34,Superior Frontal Gyrus and Rostromedial
MT-ATP6,35,Superior Frontal Gyrus and Rostromedial
NRXN1,36,Superior Frontal Gyrus and Rostromedial
MAP7,37,Superior Frontal Gyrus and Rostromedial
ZBTB20,38,Superior Frontal Gyrus and Rostromedial
SIK3,39,Superior Frontal Gyrus and Rostromedial
PTPRD,40,Superior Frontal Gyrus and Rostromedial
TNR,41,Superior Frontal Gyrus and Rostromedial
ANK3,42,Superior Frontal Gyrus and Rostromedial
ELMO1,43,Superior Frontal Gyrus and Rostromedial
MOBP,44,Superior Frontal Gyrus and Rostromedial
FRMD5,45,Superior Frontal Gyrus and Rostromedial
AGAP1,46,Superior Frontal Gyrus and Rostromedial
SYNE1,47,Superior Frontal Gyrus and Rostromedial
MT-CO1,48,Superior Frontal Gyrus and Rostromedial
MBP,49,Superior Frontal Gyrus and Rostromedial
KCNIP4,50,Superior Frontal Gyrus and Rostromedial
PITPNC1,51,Superior Frontal Gyrus and Rostromedial
NKAIN2,52,Superior Frontal Gyrus and Rostromedial
NPAS3,53,Superior Frontal Gyrus and Rostromedial
GPM6A,54,Superior Frontal Gyrus and Rostromedial
DPP10,55,Superior Frontal Gyrus and Rostromedial
SLC6A1,56,Superior Frontal Gyrus and Rostromedial
FLT1,57,Superior Frontal Gyrus and Rostromedial
LRRC4C,58,Superior Frontal Gyrus and Rostromedial
ARGLU1,59,Superior Frontal Gyrus and Rostromedial
OPCML,60,Superior Frontal Gyrus and Rostromedial
MT-CO2,61,Superior Frontal Gyrus and Rostromedial
DOCK10,62,Superior Frontal Gyrus and Rostromedial
RBFOX1,63,Superior Frontal Gyrus and Rostromedial
PLXDC2,64,Superior Frontal Gyrus and Rostromedial
GPC5,65,Superior Frontal Gyrus and Rostromedial
MT-ND3,66,Superior Frontal Gyrus and Rostromedial
NEAT1,67,Superior Frontal Gyrus and Rostromedial
DNM3,68,Superior Frontal Gyrus and Rostromedial
FRMD4B,69,Superior Frontal Gyrus and Rostromedial
PHLPP1,70,Superior Frontal Gyrus and Rostromedial
RBM25,71,Superior Frontal Gyrus and Rostromedial
DOCK4,72,Superior Frontal Gyrus and Rostromedial
SLC5A11,73,Superior Frontal Gyrus and Rostromedial
LHFPL3,74,Superior Frontal Gyrus and Rostromedial
LINC00486,75,Superior Frontal Gyrus and Rostromedial
CALD1,76,Superior Frontal Gyrus and Rostromedial
TMTC2,77,Superior Frontal Gyrus and Rostromedial
FTX,78,Superior Frontal Gyrus and Rostromedial
ST6GALNAC3,79,Superior Frontal Gyrus and Rostromedial
CSMD1,80,Superior Frontal Gyrus and Rostromedial
PLCL1,81,Superior Frontal Gyrus and Rostromedial
ATP1A2,82,Superior Frontal Gyrus and Rostromedial
TTLL7,83,Superior Frontal Gyrus and Rostromedial
NCKAP5,84,Superior Frontal Gyrus and Rostromedial
HIP1,85,Superior Frontal Gyrus and Rostromedial
KAZN,86,Superior Frontal Gyrus and Rostromedial
LRMDA,87,Superior Frontal Gyrus and Rostromedial
HSP90AA1,88,Superior Frontal Gyrus and Rostromedial
CTNND2,89,Superior Frontal Gyrus and Rostromedial
SLC7A14-AS1,90,Superior Frontal Gyrus and Rostromedial
ADGRB3,91,Superior Frontal Gyrus and Rostromedial
RBMS3,92,Superior Frontal Gyrus and Rostromedial
XIST,93,Superior Frontal Gyrus and Rostromedial
PRRC2C,94,Superior Frontal Gyrus and Rostromedial
ARHGAP21,95,Superior Frontal Gyrus and Rostromedial
SHTN1,96,Superior Frontal Gyrus and Rostromedial
ANKS1B,97,Superior Frontal Gyrus and Rostromedial
NCAM2,98,Superior Frontal Gyrus and Rostromedial
ZEB2,99,Superior Frontal Gyrus and Rostromedial
NCAM1,100,Superior Frontal Gyrus and Rostromedial
MALAT1,1,Superior Parietal Lobule
PCDH9,2,Superior Parietal Lobule
IL1RAPL1,3,Superior Parietal Lobule
PPP2R2B,4,Superior Parietal Lobule
CTNNA3,5,Superior Parietal Lobule
QKI,6,Superior Parietal Lobule
RNF220,7,Superior Parietal Lobule
DLG2,8,Superior Parietal Lobule
PTPRG,9,Superior Parietal Lobule
DST,10,Superior Parietal Lobule
MAGI2,11,Superior Parietal Lobule
ST6GALNAC3,12,Superior Parietal Lobule
PDE4B,13,Superior Parietal Lobule
NRXN3,14,Superior Parietal Lobule
ST18,15,Superior Parietal Lobule
ATP10A,16,Superior Parietal Lobule
RORA,17,Superior Parietal Lobule
DLC1,18,Superior Parietal Lobule
FMNL2,19,Superior Parietal Lobule
MACF1,20,Superior Parietal Lobule
SLC24A2,21,Superior Parietal Lobule
ZBTB20,22,Superior Parietal Lobule
XIST,23,Superior Parietal Lobule
LSAMP,24,Superior Parietal Lobule
SLC44A1,25,Superior Parietal Lobule
SIK3,26,Superior Parietal Lobule
CADM2,27,Superior Parietal Lobule
LAMA2,28,Superior Parietal Lobule
NKAIN2,29,Superior Parietal Lobule
MOBP,30,Superior Parietal Lobule
PTPRD,31,Superior Parietal Lobule
NEAT1,32,Superior Parietal Lobule
PLXDC2,33,Superior Parietal Lobule
TRIM2,34,Superior Parietal Lobule
FRMD5,35,Superior Parietal Lobule
PIP4K2A,36,Superior Parietal Lobule
ELMO1,37,Superior Parietal Lobule
DSCAM,38,Superior Parietal Lobule
LRMDA,39,Superior Parietal Lobule
FLT1,40,Superior Parietal Lobule
NTM,41,Superior Parietal Lobule
DOCK4,42,Superior Parietal Lobule
LUC7L3,43,Superior Parietal Lobule
MAP7,44,Superior Parietal Lobule
NCAM2,45,Superior Parietal Lobule
LRP1B,46,Superior Parietal Lobule
RBMS3,47,Superior Parietal Lobule
DNM3,48,Superior Parietal Lobule
AUTS2,49,Superior Parietal Lobule
FTX,50,Superior Parietal Lobule
NPAS3,51,Superior Parietal Lobule
SLC7A14-AS1,52,Superior Parietal Lobule
THSD4,53,Superior Parietal Lobule
PLCL1,54,Superior Parietal Lobule
CTNNA2,55,Superior Parietal Lobule
TMTC2,56,Superior Parietal Lobule
DOCK10,57,Superior Parietal Lobule
MAN2A1,58,Superior Parietal Lobule
ANK3,59,Superior Parietal Lobule
PDE4D,60,Superior Parietal Lobule
GPC5,61,Superior Parietal Lobule
PHLPP1,62,Superior Parietal Lobule
MECOM,63,Superior Parietal Lobule
ANK2,64,Superior Parietal Lobule
LHFPL6,65,Superior Parietal Lobule
DPP10,66,Superior Parietal Lobule
ARL15,67,Superior Parietal Lobule
SLC1A2,68,Superior Parietal Lobule
DPYD,69,Superior Parietal Lobule
FRMD4A,70,Superior Parietal Lobule
SLC6A1,71,Superior Parietal Lobule
RBM25,72,Superior Parietal Lobule
AGAP1,73,Superior Parietal Lobule
GPM6A,74,Superior Parietal Lobule
MBP,75,Superior Parietal Lobule
FRMD4B,76,Superior Parietal Lobule
NRXN1,77,Superior Parietal Lobule
ELOVL7,78,Superior Parietal Lobule
APBB2,79,Superior Parietal Lobule
TCF12,80,Superior Parietal Lobule
LDB2,81,Superior Parietal Lobule
SHTN1,82,Superior Parietal Lobule
WWOX,83,Superior Parietal Lobule
UNC5C,84,Superior Parietal Lobule
ADGRB3,85,Superior Parietal Lobule
ZFHX3,86,Superior Parietal Lobule
PTPRM,87,Superior Parietal Lobule
SYNE1,88,Superior Parietal Lobule
SLC5A11,89,Superior Parietal Lobule
TNR,90,Superior Parietal Lobule
PRKG1,91,Superior Parietal Lobule
PALM2AKAP2,92,Superior Parietal Lobule
ARGLU1,93,Superior Parietal Lobule
PITPNC1,94,Superior Parietal Lobule
RBFOX1,95,Superior Parietal Lobule
ZEB2,96,Superior Parietal Lobule
OPCML,97,Superior Parietal Lobule
LRRC4C,98,Superior Parietal Lobule
EDIL3,99,Superior Parietal Lobule
CALD1,100,Superior Parietal Lobule
MALAT1,1,Superior Temporal Gyrus
PCDH9,2,Superior Temporal Gyrus
IL1RAPL1,3,Superior Temporal Gyrus
RNF220,4,Superior Temporal Gyrus
TRIM2,5,Superior Temporal Gyrus
DLG2,6,Superior Temporal Gyrus
SLC44A1,7,Superior Temporal Gyrus
LUC7L3,8,Superior Temporal Gyrus
NRXN3,9,Superior Temporal Gyrus
PPP2R2B,10,Superior Temporal Gyrus
MT-CO3,11,Superior Temporal Gyrus
MT-CO2,12,Superior Temporal Gyrus
QKI,13,Superior Temporal Gyrus
LSAMP,14,Superior Temporal Gyrus
CTNNA3,15,Superior Temporal Gyrus
MT-ND3,16,Superior Temporal Gyrus
MT-ATP6,17,Superior Temporal Gyrus
MT-CO1,18,Superior Temporal Gyrus
CADM2,19,Superior Temporal Gyrus
MAGI2,20,Superior Temporal Gyrus
MACF1,21,Superior Temporal Gyrus
RORA,22,Superior Temporal Gyrus
SLC5A11,23,Superior Temporal Gyrus
ARGLU1,24,Superior Temporal Gyrus
SIK3,25,Superior Temporal Gyrus
FRMD5,26,Superior Temporal Gyrus
PTPRG,27,Superior Temporal Gyrus
LRP1B,28,Superior Temporal Gyrus
DSCAM,29,Superior Temporal Gyrus
FRMD4A,30,Superior Temporal Gyrus
DPP10,31,Superior Temporal Gyrus
CTNNA2,32,Superior Temporal Gyrus
PDE4B,33,Superior Temporal Gyrus
KCNIP4,34,Superior Temporal Gyrus
GPM6A,35,Superior Temporal Gyrus
PITPNC1,36,Superior Temporal Gyrus
SLC24A2,37,Superior Temporal Gyrus
ZBTB20,38,Superior Temporal Gyrus
FMNL2,39,Superior Temporal Gyrus
